gid,share_bin
148002,0
148003,0
148004,0
148005,0
148006,0
148007,0
148008,0
148009,0
148010,0
148011,0
148012,0
148013,0
148014,0
148015,0
148016,0
148017,0
148018,0
148019,0
148020,0
148021,0
148022,0
148023,0
148024,0
148025,0
148026,0
148027,0
148028,0
148029,0
148030,0
148031,0
148032,0
148033,0
148034,0
148035,0
148036,0
148037,0
148038,0
148039,0
148040,0
148041,0
148042,0
148043,0
148044,0
148045,0
148046,0
148047,0
148647,0
148648,0
148649,0
148650,0
148651,0
148652,0
148653,0
148654,2
148655,2
148656,2
148657,2
148658,2
148659,2
148660,2
148661,0
148662,0
148663,0
148664,0
148665,2
148666,2
148667,2
148668,2
148669,2
148670,2
148671,0
148672,0
148673,0
148674,2
148675,2
148676,2
148677,2
148678,2
148679,2
148680,2
148681,2
148682,2
148683,2
148684,2
148685,2
148686,0
148687,0
148688,0
148689,0
148690,0
148691,0
148692,0
148693,0
148694,0
148695,0
148696,0
148697,0
148698,0
148699,0
148700,0
148701,0
148702,0
148703,0
148704,0
148705,0
148706,0
148707,0
148708,0
148709,0
148710,0
148711,0
148712,0
148713,0
148714,0
148715,0
148716,0
148717,0
148718,0
148719,0
148720,0
148721,0
148722,0
148723,0
148724,0
148725,0
148726,0
148727,0
148728,0
148729,0
148730,0
148731,0
148732,0
148733,0
148734,0
148735,0
148736,0
148737,0
148738,0
148739,0
148740,0
148741,0
148742,0
148743,0
148744,0
148745,0
148746,0
148747,0
148748,0
148749,0
148750,0
148751,0
148752,0
148753,0
148754,0
148755,0
148756,0
148757,0
148758,0
148759,0
148760,0
148761,0
148762,0
148763,0
148764,0
148765,0
148766,0
149367,4
149368,4
149369,4
149370,0
149371,0
149372,0
149373,0
149374,2
149375,2
149376,2
149377,2
149378,2
149379,2
149380,2
149381,0
149382,0
149383,0
149384,0
149385,0
149386,0
149387,0
149388,0
149389,0
149390,0
149391,0
149392,0
149393,0
149394,0
149395,2
149396,2
149397,2
149398,2
149399,2
149400,2
149401,2
149402,2
149403,2
149404,2
149405,2
149406,0
149407,0
149408,0
149409,0
149410,0
149411,0
149412,0
149413,0
149414,0
149415,0
149416,0
149417,0
149418,0
149419,0
149420,0
149421,0
149422,0
149423,0
149424,0
149425,0
149426,0
149427,0
149428,0
149429,0
149430,0
149431,0
149432,0
149433,0
149434,0
149435,0
149436,0
149437,0
149438,0
149439,0
149440,0
149441,0
149442,0
149443,0
149444,0
149445,0
149446,0
149447,0
149448,0
149449,0
149450,0
149451,0
149452,0
149453,0
149454,0
149455,0
149456,0
149457,0
149458,0
149459,0
149460,0
149461,0
149462,0
149463,0
149464,0
149465,0
149466,0
149467,0
149468,0
149469,0
149470,0
149471,0
149472,0
149473,0
149474,0
149475,0
149476,0
149477,0
149478,0
149479,0
149480,0
149481,0
149482,0
149483,0
149484,0
149485,0
150087,4
150088,4
150089,4
150090,0
150091,0
150092,0
150093,0
150094,2
150095,2
150096,2
150097,2
150098,2
150099,2
150100,2
150101,0
150102,0
150103,0
150104,0
150105,0
150106,0
150107,0
150108,0
150109,0
150110,0
150111,0
150112,0
150113,0
150114,0
150115,2
150116,2
150117,2
150118,2
150119,2
150120,2
150121,2
150122,2
150123,2
150124,2
150125,2
150126,0
150127,0
150128,0
150129,0
150130,0
150131,0
150132,0
150133,0
150134,0
150135,0
150136,0
150137,0
150138,0
150139,0
150140,0
150141,0
150142,0
150143,0
150144,0
150145,0
150146,0
150147,0
150148,0
150149,0
150150,0
150151,0
150152,0
150153,0
150154,0
150155,0
150156,0
150157,0
150158,0
150159,0
150160,0
150161,0
150162,0
150163,0
150164,0
150165,0
150166,0
150167,0
150168,0
150169,0
150170,0
150171,0
150172,0
150173,0
150174,0
150175,0
150176,0
150177,0
150178,0
150179,0
150180,0
150181,0
150182,0
150183,0
150184,0
150185,0
150186,0
150187,0
150188,0
150189,0
150190,0
150191,0
150192,0
150193,0
150194,0
150195,0
150196,0
150197,0
150198,0
150199,0
150200,0
150201,0
150202,0
150203,0
150792,0
150806,4
150807,4
150808,4
150809,4
150810,0
150811,0
150812,0
150813,0
150814,0
150815,2
150816,2
150817,2
150818,2
150819,2
150820,0
150821,0
150822,0
150823,0
150824,0
150825,0
150826,0
150827,0
150828,0
150829,0
150830,0
150831,0
150832,0
150833,0
150834,0
150835,0
150836,2
150837,2
150838,2
150839,2
150840,2
150841,2
150842,2
150843,2
150844,2
150845,2
150846,0
150847,0
150848,0
150849,0
150850,0
150851,0
150852,0
150853,0
150854,0
150855,0
150856,0
150857,0
150858,0
150859,0
150860,0
150861,0
150862,0
150863,0
150864,0
150865,0
150866,0
150867,0
150868,0
150869,0
150870,0
150871,0
150872,0
150873,0
150874,0
150875,0
150876,0
150877,0
150878,0
150879,0
150880,0
150881,0
150882,0
150883,0
150884,0
150885,0
150886,0
150887,0
150888,0
150889,0
150890,0
150891,0
150892,0
150893,0
150894,0
150895,0
150896,0
150897,0
150898,0
150899,0
150900,0
150901,0
150902,0
150903,0
150904,0
150905,0
150906,0
150907,0
150908,0
150909,0
150910,0
150911,0
150912,0
150913,0
150914,0
150915,0
150916,0
150917,0
150918,0
150919,0
150920,0
150921,0
150922,0
150923,0
151513,0
151514,0
151527,4
151528,4
151529,4
151530,0
151531,0
151532,0
151533,0
151534,0
151535,2
151536,2
151537,2
151538,2
151539,2
151540,0
151541,0
151542,0
151543,0
151544,0
151545,0
151546,0
151547,0
151548,0
151549,0
151550,0
151551,0
151552,0
151553,0
151554,0
151555,0
151556,2
151557,2
151558,2
151559,2
151560,2
151561,2
151562,2
151563,0
151564,0
151565,0
151566,0
151567,0
151568,0
151569,0
151570,0
151571,0
151572,0
151573,0
151574,0
151575,0
151576,0
151577,0
151578,0
151579,0
151580,0
151581,0
151582,0
151583,0
151584,0
151585,0
151586,0
151587,0
151588,0
151589,0
151590,0
151591,0
151592,0
151593,0
151594,0
151595,0
151596,0
151597,0
151598,0
151599,0
151600,0
151601,0
151602,0
151603,0
151604,0
151605,0
151606,0
151607,0
151608,0
151609,0
151610,0
151611,0
151612,0
151613,0
151614,0
151615,0
151616,0
151617,0
151618,0
151619,0
151620,0
151621,0
151622,0
151623,0
151624,0
151625,0
151626,0
151627,0
151628,0
151629,0
151630,0
151631,0
151632,0
151633,0
151634,0
151635,0
151636,0
151637,0
151638,0
151639,0
151640,0
151641,0
152247,4
152248,4
152249,4
152250,0
152251,0
152252,0
152253,0
152254,0
152255,0
152256,0
152257,0
152258,0
152259,0
152260,0
152261,0
152262,0
152263,0
152264,0
152265,0
152266,0
152267,0
152268,0
152269,0
152270,0
152271,0
152272,0
152273,0
152274,0
152275,0
152276,0
152277,0
152278,0
152279,0
152280,0
152281,0
152282,0
152283,0
152284,0
152285,0
152286,0
152287,0
152288,0
152289,0
152290,0
152291,0
152292,0
152293,0
152294,0
152295,0
152296,0
152297,0
152298,0
152299,0
152300,0
152301,0
152302,0
152303,0
152304,0
152305,0
152306,0
152307,0
152308,0
152309,0
152310,0
152311,0
152312,0
152313,0
152314,0
152315,0
152316,0
152317,0
152318,0
152319,0
152320,0
152321,0
152322,0
152323,0
152324,0
152325,0
152326,0
152327,0
152328,0
152329,0
152330,0
152331,0
152332,0
152333,0
152334,0
152335,0
152336,0
152337,0
152338,0
152339,0
152340,0
152341,0
152342,0
152343,0
152344,0
152345,0
152346,0
152347,0
152348,0
152349,0
152350,0
152351,0
152352,0
152353,0
152354,0
152355,0
152356,0
152357,0
152358,0
152359,0
152361,0
152955,0
152968,0
152969,0
152970,0
152971,0
152972,0
152973,0
152974,0
152975,0
152976,0
152977,0
152978,0
152979,0
152980,0
152981,0
152982,0
152983,0
152984,0
152985,0
152986,0
152987,0
152988,0
152989,0
152990,0
152991,0
152992,0
152993,0
152994,0
152995,0
152996,0
152997,0
152998,0
152999,0
153000,0
153001,0
153002,0
153003,0
153004,0
153005,0
153006,0
153007,0
153008,0
153009,0
153010,0
153011,0
153012,0
153013,0
153014,0
153015,0
153016,0
153017,0
153018,0
153019,0
153020,0
153021,0
153022,0
153023,0
153024,0
153025,0
153026,0
153027,0
153028,0
153029,0
153030,0
153031,0
153032,0
153033,0
153034,0
153035,0
153036,0
153037,0
153038,0
153039,0
153040,0
153041,0
153042,0
153043,0
153044,0
153045,0
153046,0
153047,0
153048,0
153049,0
153050,0
153051,0
153052,0
153053,0
153054,0
153055,0
153056,0
153057,0
153058,0
153059,0
153060,0
153061,0
153062,0
153063,0
153064,0
153065,0
153066,0
153067,0
153068,0
153069,0
153070,0
153071,0
153072,0
153073,0
153074,0
153075,0
153076,0
153077,0
153078,0
153079,0
153672,0
153688,0
153689,0
153690,0
153691,0
153692,0
153693,0
153694,0
153695,0
153696,0
153697,0
153698,0
153699,0
153700,0
153701,0
153702,0
153703,0
153704,0
153705,0
153706,0
153707,0
153708,0
153709,0
153710,0
153711,0
153712,0
153713,0
153714,0
153715,0
153716,0
153717,0
153718,0
153719,0
153720,0
153721,0
153722,0
153723,0
153724,0
153725,0
153726,0
153727,0
153728,0
153729,0
153730,0
153731,0
153732,0
153738,0
153739,0
153740,0
153741,0
153742,0
153743,0
153744,0
153745,0
153746,0
153747,0
153748,0
153749,0
153750,0
153751,0
153752,0
153753,0
153754,0
153755,0
153756,0
153757,0
153758,0
153759,0
153760,0
153761,0
153762,0
153763,0
153764,0
153765,0
153766,0
153767,0
153768,0
153769,0
153770,0
153771,0
153772,0
153773,0
153774,0
153775,0
153776,0
153777,0
153778,0
153779,0
153780,0
153781,0
153782,0
153783,0
153784,0
153785,0
153786,0
153787,0
153788,0
153789,0
153790,0
153791,0
153792,0
153793,0
153794,0
153795,0
153796,0
153797,0
153798,0
153799,0
154390,0
154408,0
154409,0
154410,0
154411,0
154412,0
154413,0
154414,0
154415,0
154416,0
154417,0
154418,0
154419,0
154420,0
154421,0
154422,0
154423,0
154424,0
154425,0
154426,0
154427,0
154428,0
154429,0
154430,0
154431,0
154432,0
154433,0
154434,0
154435,0
154436,0
154437,0
154438,0
154439,0
154440,0
154441,0
154442,0
154443,0
154444,0
154445,0
154446,0
154447,0
154448,0
154449,0
154450,0
154451,0
154452,0
154458,0
154459,0
154460,0
154461,0
154462,0
154463,0
154464,0
154465,0
154466,0
154467,0
154468,0
154469,0
154470,0
154471,0
154472,0
154473,0
154474,0
154475,0
154476,0
154477,0
154478,0
154479,0
154480,0
154481,0
154482,0
154483,0
154484,0
154485,0
154486,0
154487,0
154488,0
154489,0
154490,0
154491,0
154492,0
154493,0
154494,0
154495,0
154496,0
154497,0
154498,0
154499,0
154500,0
154501,0
154502,0
154503,0
154504,0
154505,0
154506,0
154507,0
154508,0
154509,0
154510,0
154511,0
154512,0
154513,0
154514,0
154515,0
154516,0
154517,0
154518,0
155128,0
155129,0
155130,0
155131,0
155132,0
155133,0
155134,0
155135,0
155136,0
155137,0
155138,0
155139,0
155140,0
155141,0
155142,0
155143,0
155144,0
155145,0
155146,0
155147,0
155148,0
155149,0
155150,0
155151,0
155152,0
155153,0
155154,0
155155,0
155156,0
155157,0
155158,0
155159,0
155160,0
155161,0
155162,0
155163,0
155164,0
155165,0
155166,0
155167,0
155168,0
155169,0
155170,0
155171,0
155172,0
155178,0
155179,0
155180,0
155181,0
155182,0
155183,0
155184,0
155185,0
155186,0
155187,0
155188,0
155189,0
155190,0
155191,0
155192,0
155193,0
155194,0
155195,0
155196,0
155197,0
155198,0
155199,0
155200,0
155201,0
155202,0
155203,0
155204,0
155205,0
155206,0
155207,0
155208,0
155209,0
155210,0
155211,0
155212,0
155213,0
155214,0
155215,0
155216,0
155217,0
155218,0
155219,0
155220,0
155221,0
155222,0
155223,0
155224,0
155225,0
155226,0
155227,0
155228,0
155229,2
155230,2
155231,2
155232,2
155233,2
155234,0
155235,0
155236,0
155237,0
155238,0
155849,0
155850,0
155851,0
155852,0
155853,0
155854,0
155855,0
155856,0
155857,0
155858,0
155859,0
155860,0
155861,0
155862,0
155863,0
155864,0
155865,0
155866,0
155867,0
155868,0
155869,0
155870,0
155871,0
155872,0
155873,0
155874,0
155875,0
155876,0
155877,0
155878,0
155879,0
155880,0
155881,0
155882,0
155883,0
155884,0
155885,0
155886,0
155887,0
155888,0
155889,0
155890,0
155891,0
155892,0
155898,0
155899,0
155900,0
155901,0
155902,0
155903,0
155904,0
155905,0
155906,0
155907,0
155908,0
155909,0
155910,0
155911,0
155912,0
155913,0
155914,0
155915,0
155916,0
155917,0
155918,0
155919,0
155920,0
155921,0
155922,0
155923,0
155924,0
155925,0
155926,0
155927,0
155928,0
155929,0
155930,0
155931,0
155932,0
155933,0
155934,0
155935,0
155936,0
155937,0
155938,0
155939,0
155940,0
155941,0
155942,0
155943,0
155944,0
155945,0
155946,0
155947,0
155948,0
155949,2
155950,2
155951,2
155952,2
155953,2
155954,0
155955,0
155956,0
155957,0
156568,0
156569,2
156570,2
156571,2
156572,2
156573,2
156574,3
156575,0
156576,0
156577,0
156578,0
156579,0
156580,0
156581,0
156582,0
156583,0
156584,0
156585,0
156586,0
156587,0
156588,0
156589,0
156590,0
156591,0
156592,0
156593,0
156594,0
156595,0
156596,0
156597,0
156598,0
156599,0
156600,0
156601,0
156602,0
156603,0
156604,0
156605,0
156606,0
156607,0
156608,0
156609,0
156610,0
156611,0
156612,0
156618,0
156619,0
156620,0
156621,0
156622,0
156623,0
156624,0
156625,0
156626,0
156627,0
156628,0
156629,0
156630,0
156631,0
156632,0
156633,0
156634,0
156635,0
156636,0
156637,0
156638,0
156639,0
156640,0
156641,0
156642,0
156643,0
156644,0
156645,0
156646,0
156647,0
156648,0
156649,0
156650,0
156651,0
156652,0
156653,0
156654,0
156655,0
156656,0
156657,0
156658,0
156659,0
156660,0
156661,0
156662,0
156663,0
156664,0
156665,0
156666,0
156667,0
156668,0
156669,2
156670,2
156671,2
156672,2
156673,2
156674,0
156675,0
156676,0
157288,0
157289,2
157290,2
157291,2
157292,2
157293,2
157294,3
157295,0
157296,0
157297,0
157298,0
157299,0
157300,0
157301,0
157302,0
157303,0
157304,0
157305,0
157306,0
157307,0
157308,0
157309,0
157310,0
157311,0
157312,0
157313,0
157314,0
157315,0
157316,0
157317,0
157318,0
157319,0
157320,0
157321,0
157322,0
157323,0
157324,0
157325,0
157326,0
157327,0
157328,0
157329,0
157330,0
157331,0
157332,0
157333,0
157334,0
157335,0
157336,0
157337,0
157338,0
157339,0
157340,0
157341,0
157342,0
157343,0
157344,0
157345,0
157346,0
157347,0
157348,0
157349,0
157350,0
157351,0
157352,0
157353,0
157354,0
157355,0
157356,0
157357,0
157358,0
157359,0
157360,0
157361,0
157362,0
157363,0
157364,0
157365,0
157366,0
157367,0
157368,0
157369,0
157370,0
157371,0
157372,0
157373,0
157374,0
157375,0
157376,0
157377,0
157378,0
157379,0
157380,0
157381,0
157382,0
157383,0
157384,0
157385,0
157386,0
157387,0
157388,0
157389,2
157390,2
157391,2
157392,2
157393,2
157394,0
157395,0
158008,2
158009,2
158010,2
158011,2
158012,3
158013,2
158014,3
158015,0
158016,0
158017,0
158018,0
158019,0
158020,0
158021,0
158022,0
158023,0
158024,0
158025,0
158026,0
158027,0
158028,0
158029,0
158030,0
158031,0
158032,0
158033,0
158034,0
158035,0
158036,0
158037,0
158038,0
158039,0
158040,0
158041,0
158042,0
158043,0
158044,0
158045,0
158046,0
158047,0
158048,0
158049,0
158050,0
158051,0
158052,0
158053,0
158054,0
158055,0
158056,0
158057,0
158058,0
158059,0
158060,0
158061,0
158062,0
158063,0
158064,0
158065,0
158066,0
158067,0
158068,0
158069,0
158070,0
158071,0
158072,0
158073,0
158074,0
158075,0
158076,0
158077,0
158078,0
158079,0
158080,0
158081,0
158082,0
158083,0
158084,0
158085,0
158086,0
158087,0
158088,0
158089,0
158090,0
158091,0
158092,0
158093,0
158094,0
158095,0
158096,0
158097,0
158098,0
158099,0
158100,0
158101,0
158102,0
158103,0
158104,0
158105,0
158106,0
158107,0
158108,0
158109,2
158110,2
158111,2
158112,2
158113,2
158114,0
158115,0
158728,2
158729,2
158730,2
158731,2
158732,2
158733,2
158734,3
158735,0
158736,0
158737,0
158738,0
158739,0
158740,0
158741,0
158742,0
158743,0
158744,0
158745,0
158746,0
158747,0
158748,0
158749,0
158750,0
158751,0
158752,0
158753,0
158754,0
158755,0
158756,0
158757,0
158758,0
158759,0
158760,0
158761,0
158762,0
158763,2
158764,2
158765,2
158766,2
158767,2
158768,0
158769,0
158770,0
158771,0
158772,0
158773,0
158774,0
158775,0
158776,0
158777,0
158778,0
158779,0
158780,0
158781,0
158782,0
158783,0
158784,0
158785,0
158786,0
158787,0
158788,0
158789,0
158790,0
158791,0
158792,0
158793,0
158794,0
158795,0
158796,0
158797,0
158798,0
158799,0
158800,0
158801,0
158802,0
158803,0
158804,0
158805,0
158806,0
158807,0
158808,0
158809,0
158810,0
158811,0
158812,0
158813,0
158814,0
158815,0
158816,0
158817,0
158818,0
158819,0
158820,0
158821,0
158822,0
158823,0
158824,0
158825,0
158826,0
158827,0
158828,0
158829,0
158830,0
158831,2
158832,2
158833,2
158834,2
158835,2
159447,0
159448,2
159449,2
159450,2
159451,2
159452,2
159453,2
159454,3
159455,0
159456,0
159457,0
159458,0
159459,0
159460,0
159461,0
159462,0
159463,0
159464,0
159465,0
159466,0
159467,0
159468,0
159469,0
159470,0
159471,0
159472,0
159473,0
159474,0
159475,0
159476,0
159477,0
159478,0
159479,0
159480,0
159481,0
159482,0
159483,2
159484,2
159485,2
159486,2
159487,2
159488,0
159489,0
159490,0
159491,0
159492,0
159493,0
159494,0
159495,0
159496,0
159497,0
159498,0
159499,0
159500,0
159501,0
159502,0
159503,0
159504,0
159505,0
159506,0
159507,0
159508,0
159509,0
159510,0
159511,0
159512,0
159513,0
159514,0
159515,0
159516,0
159517,0
159518,0
159519,0
159520,0
159521,0
159522,0
159523,0
159524,0
159525,0
159526,0
159527,0
159528,0
159529,0
159530,0
159531,0
159532,0
159533,0
159534,0
159535,0
159536,0
159537,0
159538,0
159539,0
159540,0
159541,0
159542,0
159543,0
159544,0
159545,0
159546,0
159547,0
159548,0
159549,0
159550,0
159551,2
159552,2
159553,2
159554,2
159555,2
160167,0
160168,2
160169,2
160170,2
160171,2
160172,2
160173,0
160174,0
160175,0
160176,0
160177,0
160178,0
160179,0
160180,0
160181,0
160182,0
160183,0
160184,0
160185,0
160186,0
160187,0
160188,0
160189,0
160190,0
160191,0
160192,0
160193,0
160194,0
160195,0
160196,0
160197,0
160198,0
160199,0
160200,0
160201,0
160202,0
160203,2
160204,2
160205,2
160206,2
160207,2
160208,0
160209,0
160210,0
160211,0
160212,0
160213,0
160214,0
160215,0
160216,0
160217,0
160218,0
160219,0
160220,0
160221,0
160222,0
160223,0
160224,0
160225,0
160226,0
160227,0
160228,0
160229,0
160230,0
160231,0
160232,0
160233,0
160234,0
160235,0
160236,0
160237,0
160238,0
160239,0
160240,0
160241,0
160242,0
160243,0
160244,0
160245,0
160246,0
160247,0
160248,0
160249,0
160250,0
160251,0
160252,0
160253,0
160254,0
160255,0
160256,0
160257,0
160258,0
160259,0
160260,0
160261,0
160262,0
160263,0
160264,0
160265,0
160266,0
160267,0
160268,0
160269,0
160270,0
160271,2
160272,2
160273,2
160274,2
160275,2
160895,4
160896,4
160897,4
160898,4
160899,0
160900,0
160901,0
160902,0
160903,0
160904,0
160905,0
160906,0
160907,0
160908,0
160909,0
160910,0
160911,0
160912,0
160913,0
160914,0
160915,0
160916,0
160917,0
160918,0
160919,0
160920,0
160921,0
160922,0
160923,2
160924,2
160925,2
160926,2
160927,2
160928,0
160929,0
160930,0
160931,0
160932,0
160933,0
160934,0
160935,0
160936,0
160937,0
160938,0
160939,0
160940,0
160941,0
160942,0
160943,0
160944,0
160945,0
160946,0
160947,0
160948,0
160949,0
160950,0
160951,0
160952,0
160953,0
160954,0
160955,0
160956,0
160957,0
160958,0
160959,0
160960,0
160961,0
160962,0
160963,0
160964,0
160965,0
160966,0
160967,0
160968,0
160969,0
160970,0
160971,0
160972,0
160973,0
160974,0
160975,0
160976,0
160977,0
160978,0
160979,0
160980,0
160981,0
160982,0
160983,0
160984,0
160985,0
160986,0
160987,0
160988,0
160989,0
160990,0
160991,2
160992,2
160993,2
160994,2
161615,4
161616,4
161617,4
161618,4
161619,0
161620,0
161621,0
161622,0
161623,0
161624,0
161625,0
161626,0
161627,0
161628,0
161629,0
161630,0
161631,0
161632,0
161633,0
161634,0
161635,0
161636,0
161637,0
161638,0
161639,0
161640,0
161641,0
161642,0
161643,2
161644,2
161645,2
161646,2
161647,2
161648,0
161649,0
161650,0
161651,0
161652,2
161653,2
161654,2
161655,2
161656,2
161657,0
161658,0
161659,0
161660,0
161661,0
161662,0
161663,0
161664,0
161665,0
161666,0
161667,0
161668,0
161669,0
161670,0
161671,0
161672,0
161673,0
161674,0
161675,0
161676,0
161677,0
161678,0
161679,0
161680,0
161681,0
161682,0
161683,0
161684,0
161685,0
161686,0
161687,0
161688,0
161689,0
161690,0
161691,0
161692,0
161693,0
161694,0
161695,0
161696,0
161697,0
161698,0
161699,0
161700,0
161701,0
161702,0
161703,0
161704,0
161705,0
161706,0
161707,0
161708,0
161709,0
161710,0
161711,2
161712,2
161713,2
161714,2
162335,4
162336,4
162337,4
162338,4
162339,0
162340,0
162341,0
162342,0
162343,0
162344,0
162345,0
162346,0
162347,0
162348,0
162349,0
162350,0
162351,0
162352,0
162353,0
162354,0
162355,0
162356,0
162357,0
162358,0
162359,0
162360,0
162361,0
162362,0
162363,0
162364,0
162365,0
162366,0
162367,0
162368,0
162369,0
162370,0
162371,0
162372,2
162373,2
162374,2
162375,2
162376,2
162377,0
162378,0
162379,0
162380,0
162381,0
162382,0
162383,0
162384,0
162385,0
162386,0
162387,0
162388,0
162389,0
162390,0
162391,0
162392,0
162393,0
162394,0
162395,0
162396,0
162397,0
162398,0
162399,0
162400,0
162401,0
162402,0
162403,0
162404,0
162405,0
162406,0
162407,0
162408,0
162409,0
162410,0
162411,0
162412,0
162413,0
162414,0
162415,0
162416,0
162417,0
162418,0
162419,0
162420,0
162421,0
162422,0
162423,0
162424,0
162425,0
162426,0
162427,0
162428,0
162429,0
162430,0
162431,0
162432,0
162433,0
163055,4
163056,4
163057,4
163058,4
163059,0
163060,0
163061,0
163062,0
163063,0
163064,0
163065,0
163066,0
163067,0
163068,0
163069,0
163070,0
163071,0
163072,0
163073,0
163074,0
163075,0
163076,0
163077,0
163078,0
163079,0
163080,0
163081,0
163082,0
163083,0
163084,0
163085,0
163086,0
163087,0
163088,0
163089,0
163090,0
163091,0
163092,2
163093,2
163094,2
163095,2
163096,2
163097,0
163098,0
163099,0
163100,0
163101,0
163102,0
163103,0
163104,0
163105,0
163106,0
163107,0
163108,0
163109,0
163110,0
163111,0
163112,0
163113,0
163114,0
163115,0
163116,0
163117,0
163118,0
163119,0
163120,0
163121,0
163122,0
163123,0
163124,0
163125,0
163126,0
163127,0
163128,0
163129,0
163130,0
163131,0
163132,0
163133,0
163134,0
163135,0
163136,0
163137,0
163138,0
163139,0
163140,0
163141,0
163142,0
163143,0
163144,0
163145,0
163146,0
163147,0
163148,0
163149,0
163150,0
163151,0
163152,0
163777,4
163778,4
163779,0
163780,0
163781,0
163782,0
163783,0
163784,0
163785,0
163786,0
163787,0
163788,0
163789,0
163790,0
163791,0
163792,0
163793,0
163794,0
163795,0
163796,0
163797,0
163798,0
163799,0
163800,0
163801,0
163802,0
163803,0
163804,0
163805,0
163806,0
163807,0
163808,0
163809,0
163810,0
163811,0
163812,2
163813,2
163814,2
163815,2
163816,2
163817,0
163818,0
163819,0
163820,0
163821,0
163822,0
163823,0
163824,0
163825,0
163826,0
163827,0
163828,0
163829,0
163830,0
163831,0
163832,0
163833,0
163834,0
163835,0
163836,0
163837,0
163838,0
163839,0
163840,0
163841,0
163842,0
163843,0
163844,0
163845,0
163846,0
163847,0
163848,0
163849,0
163850,0
163851,0
163852,0
163853,0
163854,0
163855,0
163856,0
163857,0
163858,0
163859,0
163860,0
163861,0
163862,0
163863,0
163864,0
163865,0
163866,0
163867,0
163868,2
163869,2
163870,2
163871,2
164497,0
164498,0
164499,0
164500,0
164501,0
164502,0
164503,0
164504,0
164505,0
164506,0
164507,0
164508,0
164509,0
164510,0
164511,0
164512,0
164513,0
164514,0
164515,0
164516,0
164517,0
164518,0
164519,0
164520,0
164521,0
164522,0
164523,0
164524,0
164525,0
164526,0
164527,0
164528,0
164529,0
164530,0
164531,0
164532,2
164533,2
164534,2
164535,2
164536,2
164537,0
164538,0
164539,0
164540,0
164541,0
164542,0
164543,0
164544,0
164545,0
164546,0
164547,0
164548,0
164549,0
164550,0
164551,0
164552,0
164553,0
164554,0
164555,0
164556,0
164557,0
164558,0
164559,0
164560,0
164561,0
164562,0
164563,0
164564,0
164565,0
164566,0
164567,0
164568,0
164569,0
164570,0
164571,0
164572,0
164573,0
164574,0
164575,0
164576,0
164577,0
164578,0
164579,0
164580,0
164581,0
164582,0
164583,0
164584,0
164585,0
164586,0
164587,0
164588,2
164589,2
164590,2
164591,2
165217,0
165218,0
165219,0
165220,0
165221,0
165222,0
165223,0
165224,0
165225,0
165226,0
165227,0
165228,0
165229,0
165230,0
165231,0
165232,0
165233,0
165234,0
165235,0
165236,0
165237,0
165238,0
165239,0
165240,0
165241,0
165242,0
165243,0
165244,0
165245,0
165246,0
165247,0
165248,0
165249,0
165250,0
165251,0
165252,0
165253,0
165254,0
165255,0
165256,0
165257,0
165258,0
165259,0
165260,0
165261,0
165262,0
165263,0
165264,0
165265,0
165266,0
165267,0
165268,0
165269,0
165270,0
165271,0
165272,0
165273,0
165274,0
165275,0
165276,0
165277,0
165278,0
165279,0
165280,0
165281,0
165282,0
165283,0
165284,0
165285,0
165286,0
165287,0
165288,0
165289,0
165290,0
165291,0
165292,0
165293,0
165294,0
165295,0
165296,0
165297,0
165298,0
165299,0
165300,0
165301,0
165302,0
165303,0
165304,0
165305,0
165306,0
165307,0
165308,2
165309,2
165310,2
165311,2
165937,0
165938,0
165939,0
165940,0
165941,0
165942,0
165943,0
165944,0
165945,0
165946,0
165947,0
165948,0
165949,0
165950,0
165951,0
165952,0
165953,0
165954,0
165955,0
165956,0
165957,0
165958,0
165959,0
165960,0
165961,0
165962,0
165963,0
165964,0
165965,0
165966,0
165967,0
165968,0
165969,0
165970,0
165971,0
165972,0
165973,0
165974,0
165975,0
165976,0
165977,0
165978,0
165979,0
165980,0
165981,0
165982,0
165983,0
165984,0
165985,0
165986,0
165987,0
165988,0
165989,0
165990,0
165991,0
165992,0
165993,0
165994,0
165995,0
165996,0
165997,0
165998,0
165999,0
166000,0
166001,0
166002,0
166003,0
166004,0
166005,0
166006,0
166007,0
166008,0
166009,0
166010,0
166011,0
166012,0
166013,0
166014,0
166015,0
166016,0
166017,0
166018,0
166019,0
166020,0
166021,0
166022,0
166023,0
166024,0
166025,0
166026,0
166027,0
166028,2
166029,2
166030,2
166657,0
166658,0
166659,0
166660,0
166661,0
166662,0
166663,0
166664,0
166665,0
166666,0
166667,0
166668,0
166669,0
166670,0
166671,0
166672,0
166673,0
166674,0
166675,0
166676,0
166677,0
166678,0
166679,0
166680,0
166681,0
166682,0
166683,0
166684,0
166685,0
166686,0
166687,0
166688,0
166689,0
166690,0
166691,0
166692,0
166693,0
166694,0
166695,0
166696,0
166697,0
166698,0
166699,0
166700,0
166701,0
166702,0
166703,0
166704,0
166705,0
166706,0
166707,0
166708,0
166709,0
166710,0
166711,0
166712,0
166713,0
166714,0
166715,0
166716,0
166717,0
166718,0
166719,0
166720,0
166721,0
166722,0
166723,0
166724,0
166725,0
166726,0
166727,0
166728,0
166729,0
166730,0
166731,0
166732,0
166733,0
166734,0
166735,0
166736,0
166737,0
166738,0
166739,0
166740,0
166741,0
166742,0
